virginia-tech AWAYWINOVER duke 12 
utah AWAYWINOVER stanford 12 
missouri AWAYWINOVER texas-am 12 
penn-st HOMEWINOVER temple 12 
south-carolina AWAYWINOVER florida 12 
western-ky HOMEWINOVER army 12 
iowa AWAYWINOVER illinois 12 
north-carolina HOMEWINOVER pittsburgh 12 
central-mich HOMEWINOVER miami-oh 12 
air-force HOMEWINOVER nevada 12 
western-mich HOMEWINOVER eastern-mich 12 
marshall HOMEWINOVER rice 12 
north-carolina-st HOMEWINOVER wake-forest 12 
appalachian-st AWAYWINOVER arkansas-st 12 
rutgers HOMEWINOVER indiana 12 
navy HOMEWINOVER ga-southern 12 
oklahoma AWAYWINOVER texas-tech 12 
fiu HOMEWINOVER middle-tenn 12 
memphis AWAYWINOVER tulane 12 
tennessee HOMEWINOVER kentucky 12 
utah-st HOMEWINOVER new-mexico 12 
hawaii AWAYWINOVER san-jose-st 12 
troy AWAYWINOVER idaho 12 
byu HOMEWINOVER unlv 12 
la-lafayette AWAYWINOVER la-monroe 12 
texas AWAYWINOVER oklahoma-st 12 
south-ala HOMEWINOVER texas-st 12 
south-fla AWAYWINOVER smu 12 
utep HOMEWINOVER north-texas 12 
boise-st HOMEWINOVER san-diego-st 12 
northern-ill AWAYWINOVER ohio 13 
akron HOMEWINOVER massachusetts 13 
toledo HOMEWINOVER bowling-green 13 
kansas-st AWAYWINOVER west-virginia 13 
north-carolina AWAYWINOVER duke 13 
texas-st HOMEWINOVER arkansas-st 13 
rice HOMEWINOVER utep 13 
san-diego-st HOMEWINOVER air-force 13 
utah-st HOMEWINOVER san-jose-st 13 
alabama HOMEWINOVER western-caro 13 
oregon HOMEWINOVER colorado 13 
florida-st HOMEWINOVER boston-college 13 
mississippi-st HOMEWINOVER vanderbilt 13 
ohio-st HOMEWINOVER indiana 13 
baylor HOMEWINOVER oklahoma-st 13 
arkansas HOMEWINOVER ole-miss 13 
ucla HOMEWINOVER southern-california 13 
georgia HOMEWINOVER charleston-so 13 
michigan-st HOMEWINOVER rutgers 13 
arizona-st HOMEWINOVER washington-st 13 
auburn HOMEWINOVER samford 13 
arizona AWAYWINOVER utah 13 
wisconsin AWAYWINOVER iowa 13 
missouri AWAYWINOVER tennessee 13 
oklahoma HOMEWINOVER kansas 13 
clemson HOMEWINOVER georgia-st 13 
minnesota AWAYWINOVER nebraska 13 
louisville AWAYWINOVER notre-dame 13 
south-carolina HOMEWINOVER south-ala 13 
florida HOMEWINOVER eastern-ky 13 
army HOMEWINOVER fordham 13 
illinois HOMEWINOVER penn-st 13 
northwestern AWAYWINOVER purdue 13 
marshall AWAYWINOVER uab 13 
western-ky HOMEWINOVER utsa 13 
houston HOMEWINOVER tulsa 13 
ucf HOMEWINOVER smu 13 
wake-forest HOMEWINOVER virginia-tech 13 
old-dominion HOMEWINOVER louisiana-tech 13 
western-mich AWAYWINOVER central-mich 13 
colorado-st HOMEWINOVER new-mexico 13 
ball-st HOMEWINOVER eastern-mich 13 
appalachian-st AWAYWINOVER la-lafayette 13 
byu HOMEWINOVER savannah-st 13 
texas-tech AWAYWINOVER iowa-st 13 
pittsburgh HOMEWINOVER syracuse 13 
maryland AWAYWINOVER michigan 13 
north-texas HOMEWINOVER fiu 13 
east-carolina HOMEWINOVER tulane 13 
stanford AWAYWINOVER california 13 
la-monroe AWAYWINOVER new-mexico-st 13 
memphis HOMEWINOVER south-fla 13 
virginia HOMEWINOVER miami-fl 13 
middle-tenn HOMEWINOVER fla-atlantic 13 
cincinnati AWAYWINOVER uconn 13 
boise-st AWAYWINOVER wyoming 13 
washington HOMEWINOVER oregon-st 13 
fresno-st AWAYWINOVER nevada 13 
hawaii HOMEWINOVER unlv 13 
ohio AWAYWINOVER miami-oh 14 
tcu AWAYWINOVER texas 14 
lsu AWAYWINOVER texas-am 14 
stanford AWAYWINOVER ucla 14 
arizona HOMEWINOVER arizona-st 14 
missouri HOMEWINOVER arkansas 14 
western-ky AWAYWINOVER marshall 14 
northern-ill AWAYWINOVER western-mich 14 
nebraska AWAYWINOVER iowa 14 
houston AWAYWINOVER smu 14 
ucf AWAYWINOVER south-fla 14 
toledo AWAYWINOVER eastern-mich 14 
kent-st HOMEWINOVER akron 14 
ball-st AWAYWINOVER bowling-green 14 
buffalo AWAYWINOVER massachusetts 14 
navy AWAYWINOVER south-ala 14 
air-force HOMEWINOVER colorado-st 14 
virginia-tech HOMEWINOVER virginia 14 
east-carolina AWAYWINOVER tulsa 14 
alabama HOMEWINOVER auburn 14 
oregon AWAYWINOVER oregon-st 14 
florida-st HOMEWINOVER florida 14 
ole-miss HOMEWINOVER mississippi-st 14 
ohio-st HOMEWINOVER michigan 14 
baylor AWAYWINOVER texas-tech 14 
georgia-tech AWAYWINOVER georgia 14 
michigan-st AWAYWINOVER penn-st 14 
kansas-st HOMEWINOVER kansas 14 
wisconsin HOMEWINOVER minnesota 14 
clemson HOMEWINOVER south-carolina 14 
louisville HOMEWINOVER kentucky 14 
boise-st HOMEWINOVER utah-st 14 
utah AWAYWINOVER colorado 14 
west-virginia AWAYWINOVER iowa-st 14 
indiana HOMEWINOVER purdue 14 
illinois AWAYWINOVER northwestern 14 
utsa HOMEWINOVER north-texas 14 
old-dominion AWAYWINOVER fla-atlantic 14 
louisiana-tech HOMEWINOVER rice 14 
cincinnati AWAYWINOVER temple 14 
north-carolina-st AWAYWINOVER north-carolina 14 
boston-college HOMEWINOVER syracuse 14 
la-lafayette AWAYWINOVER troy 14 
texas-st AWAYWINOVER georgia-st 14 
appalachian-st HOMEWINOVER idaho 14 
new-mexico HOMEWINOVER wyoming 14 
arkansas-st HOMEWINOVER new-mexico-st 14 
rutgers AWAYWINOVER maryland 14 
southern-california HOMEWINOVER notre-dame 14 
uab AWAYWINOVER southern-miss 14 
san-diego-st HOMEWINOVER san-jose-st 14 
tennessee AWAYWINOVER vanderbilt 14 
memphis HOMEWINOVER uconn 14 
byu AWAYWINOVER california 14 
ga-southern HOMEWINOVER la-monroe 14 
pittsburgh AWAYWINOVER miami-fl 14 
duke HOMEWINOVER wake-forest 14 
utep HOMEWINOVER middle-tenn 14 
fresno-st HOMEWINOVER hawaii 14 
washington AWAYWINOVER washington-st 14 
nevada AWAYWINOVER unlv 14 
ucf AWAYWINOVER east-carolina 15 
oregon HOMEWINOVER arizona 15 
northern-ill AWAYWINOVER bowling-green 15 
alabama AWAYWINOVER missouri 15 
tcu HOMEWINOVER iowa-st 15 
florida-st AWAYWINOVER georgia-tech 15 
ohio-st HOMEWINOVER wisconsin 15 
baylor HOMEWINOVER kansas-st 15 
oklahoma-st AWAYWINOVER oklahoma 15 
boise-st HOMEWINOVER fresno-st 15 
smu AWAYWINOVER uconn 15 
cincinnati HOMEWINOVER houston 15 
marshall HOMEWINOVER louisiana-tech 15 
temple AWAYWINOVER tulane 15 
navy AWAYWINOVER army 16 
utah AWAYWINOVER colorado-st P
la-lafayette HOMEWINOVER nevada P
utah-st AWAYWINOVER utep P
air-force HOMEWINOVER western-mich P
bowling-green HOMEWINOVER south-ala P
memphis HOMEWINOVER byu P
marshall AWAYWINOVER northern-ill P
navy AWAYWINOVER san-diego-st P
western-ky HOMEWINOVER central-mich P
rice HOMEWINOVER fresno-st P
louisiana-tech HOMEWINOVER illinois P
rutgers AWAYWINOVER north-carolina P
north-carolina-st AWAYWINOVER ucf P
arizona-st AWAYWINOVER duke P
southern-california HOMEWINOVER nebraska P
virginia-tech HOMEWINOVER cincinnati P
south-carolina HOMEWINOVER miami-fl P
penn-st HOMEWINOVER boston-college P
clemson HOMEWINOVER oklahoma P
texas-am AWAYWINOVER west-virginia P
arkansas AWAYWINOVER texas P
georgia AWAYWINOVER louisville P
notre-dame AWAYWINOVER lsu P
stanford HOMEWINOVER maryland P
tcu HOMEWINOVER ole-miss P
georgia-tech HOMEWINOVER mississippi-st P
boise-st AWAYWINOVER arizona P
ohio-st HOMEWINOVER alabama P
oregon AWAYWINOVER florida-st P
michigan-st AWAYWINOVER baylor P
missouri AWAYWINOVER minnesota P
wisconsin HOMEWINOVER auburn P
ucla HOMEWINOVER kansas-st P
houston AWAYWINOVER pittsburgh P
tennessee HOMEWINOVER iowa P
oklahoma-st HOMEWINOVER washington P
florida HOMEWINOVER east-carolina P
toledo AWAYWINOVER arkansas-st P
ohio-st HOMEWINOVER oregon P
